order_id,customer_id,product_id,quantity,payment_method,order_date
88,743,9,2,UPI,2024-10-23
89,612,8,5,UPI,2025-03-28
90,270,16,2,Card,2025-07-20
91,163,14,5,UPI,2024-07-30
92,327,3,4,Net Banking,2024-08-14
93,834,11,5,UPI,2025-08-16
94,439,6,3,Card,2025-06-05
95,291,15,3,Net Banking,2025-01-21
96,868,12,3,Card,2025-05-30
97,338,8,5,UPI,2025-06-21
98,185,4,5,Cash,2025-09-15
99,575,3,2,UPI,2026-06-04
100,523,3,5,Cash,2025-12-03
101,83,1,4,UPI,2024-11-04
102,455,3,3,Net Banking,2025-10-11
103,768,10,4,Cash,2026-03-05
104,144,10,2,Cash,2026-04-15
105,197,15,5,Card,2025-07-04
106,337,5,3,Card,2025-06-07
107,141,8,4,UPI,2025-12-22
108,326,9,4,Card,2026-05-22
109,1,1,1,Card,2025-04-07
110,882,10,4,Cash,2024-09-16
111,777,7,5,Cash,2025-08-13
112,992,5,1,Cash,2025-02-04
113,777,2,1,Card,2024-12-24
114,588,15,4,Net Banking,2025-10-05
115,400,15,5,UPI,2025-06-13
116,124,8,5,Cash,2025-04-07
117,734,12,5,Net Banking,2025-01-13
118,632,2,4,Card,2026-04-25
119,182,2,4,Net Banking,2025-07-25
120,203,10,2,Card,2024-08-02
121,9,15,3,Cash,2025-07-12
122,599,5,2,Cash,2025-06-25
123,731,1,2,Cash,2025-07-02
124,982,4,4,Cash,2024-07-17
125,219,6,3,Cash,2025-11-25
126,541,6,3,UPI,2024-10-24
127,23,15,4,UPI,2026-06-18
128,468,14,5,UPI,2024-08-13
129,404,11,5,Card,2025-03-20
130,643,14,4,UPI,2026-03-09
131,93,8,5,Cash,2025-01-22
132,348,3,5,Net Banking,2024-08-06
133,144,10,5,Net Banking,2025-08-20
134,882,6,3,Card,2025-04-02
135,215,8,2,Net Banking,2026-06-01
136,357,2,2,Net Banking,2026-03-17
137,627,3,1,Card,2025-12-18
138,303,7,3,UPI,2025-04-01
139,63,5,2,Cash,2025-02-27
140,783,9,5,Card,2025-03-26
141,686,10,1,Cash,2026-04-20
142,998,1,4,Card,2024-08-25
143,330,13,2,Card,2024-10-08
144,836,1,5,Cash,2025-07-31
145,316,12,5,Net Banking,2026-06-01
146,83,1,3,Cash,2024-12-07
147,572,16,3,Card,2025-01-31
148,897,7,2,UPI,2024-10-27
149,528,7,1,UPI,2025-02-20
150,802,5,5,UPI,2025-03-02
151,699,4,5,Net Banking,2026-03-12
152,886,15,2,Card,2025-06-29
153,660,13,2,Cash,2024-10-12
154,524,6,3,UPI,2024-09-14
155,747,1,1,Net Banking,2025-05-05
156,966,8,1,UPI,2024-08-15
157,732,9,3,Cash,2026-01-15
158,480,4,2,Net Banking,2024-06-28
159,127,11,5,UPI,2024-12-31
160,902,10,5,UPI,2024-10-02
161,813,9,5,UPI,2025-12-05
162,75,8,5,Card,2026-05-25
163,227,4,5,Cash,2024-07-04
164,490,8,4,Card,2025-09-18
165,463,3,4,Net Banking,2026-06-09
166,748,11,3,Card,2024-07-12
167,363,12,5,Net Banking,2025-07-04
168,947,16,2,Cash,2024-09-20
169,719,5,3,Cash,2024-06-25
170,420,7,1,UPI,2025-02-13
171,704,8,3,UPI,2026-01-16
172,690,12,5,UPI,2025-06-05
173,853,10,4,Net Banking,2026-01-18
174,928,1,3,Cash,2026-03-26
175,628,10,1,Card,2025-01-08
176,643,14,5,Card,2024-09-17
177,937,12,4,Cash,2024-08-07
178,960,10,5,Cash,2025-09-02
179,200,14,3,Card,2026-05-27
180,221,4,1,Net Banking,2026-06-15
181,746,8,3,UPI,2024-07-14
182,84,10,1,Cash,2026-05-12
183,451,15,1,Cash,2025-09-14
184,124,3,3,Card,2025-07-10
185,358,11,4,Cash,2024-08-11
186,281,2,2,Cash,2025-07-03
187,902,1,3,UPI,2024-07-15
188,910,2,5,Net Banking,2025-04-28
189,973,15,2,Net Banking,2024-08-17
190,653,6,1,UPI,2025-10-08
191,408,11,5,UPI,2024-12-15
192,426,2,2,UPI,2024-11-12
193,308,10,2,Card,2025-09-15
194,621,8,1,Cash,2025-03-17
195,972,3,2,UPI,2024-09-26
196,971,1,5,Net Banking,2024-12-30
197,900,2,5,Net Banking,2025-09-26
198,102,7,3,Card,2026-03-26
199,519,3,5,Cash,2026-03-17
200,765,1,3,Net Banking,2026-05-12
201,656,4,1,Card,2024-07-04
202,84,14,2,Cash,2024-09-09
203,940,16,4,Cash,2024-09-04
204,225,9,4,UPI,2026-03-22
205,248,12,2,Cash,2025-07-11
206,405,4,4,Card,2025-01-06
207,884,1,1,Net Banking,2026-04-26
208,556,4,2,UPI,2025-12-05
209,129,15,5,Card,2024-09-09
210,188,11,5,UPI,2026-02-27
211,796,5,4,Card,2025-12-16
212,682,3,2,Cash,2025-09-22
213,99,3,5,UPI,2025-09-15
214,724,5,3,Net Banking,2025-08-21
215,273,1,1,UPI,2026-02-07
216,253,1,5,UPI,2024-11-10
217,468,13,5,Card,2025-03-22
218,907,5,3,UPI,2024-11-10
219,871,12,3,Net Banking,2026-05-02
220,438,16,5,Cash,2025-07-25
221,802,9,4,Cash,2025-04-26
222,800,13,2,Card,2026-01-26
223,360,14,4,Card,2026-05-16
224,957,11,5,Net Banking,2025-09-18
225,796,12,4,Card,2026-06-06
226,609,3,5,Cash,2026-06-08
227,479,12,1,Cash,2024-08-02
228,177,13,1,Net Banking,2025-12-30
229,170,10,1,UPI,2026-01-17
230,254,6,5,Card,2026-02-26
231,412,13,1,Card,2024-09-30
232,271,15,4,Cash,2025-10-15
233,764,8,1,Cash,2025-06-10
234,878,8,1,UPI,2026-05-13
235,276,9,1,UPI,2025-08-03
236,543,11,2,Net Banking,2025-03-22
237,198,2,2,Card,2025-05-17
238,535,15,1,Net Banking,2024-07-11
239,903,16,3,UPI,2026-06-03
240,502,2,5,Card,2025-09-28
241,467,7,1,Net Banking,2025-10-11
242,413,10,1,Card,2024-06-30
243,523,12,1,Cash,2024-10-03
244,456,3,5,UPI,2025-03-06
245,906,15,4,UPI,2024-12-04
246,43,1,2,Net Banking,2025-03-12
247,801,13,5,Net Banking,2024-10-29
248,442,10,1,Cash,2025-10-06
249,312,5,1,Cash,2025-01-06
250,890,11,3,Card,2024-09-17
251,912,1,4,Card,2024-08-12
252,824,11,3,Card,2024-07-02
253,385,11,5,Cash,2025-09-16
254,104,8,4,Card,2025-03-15
255,608,14,4,Card,2026-05-28
256,143,11,5,Card,2025-08-10
257,614,5,4,Card,2025-03-25
258,475,12,4,UPI,2025-01-06
259,911,10,5,Card,2025-07-12
260,55,3,4,Cash,2025-07-13
261,354,15,5,UPI,2024-08-04
262,407,4,2,Card,2025-09-28
263,415,7,3,Card,2025-10-04
264,942,16,3,Net Banking,2026-02-03
265,550,3,4,Cash,2025-07-06
266,696,15,4,UPI,2025-03-31
267,559,3,2,Card,2025-11-14
268,199,13,3,Net Banking,2025-04-01
269,42,11,2,UPI,2025-03-04
270,33,14,3,Net Banking,2024-12-26
271,614,5,3,Net Banking,2025-10-01
272,158,12,5,Cash,2025-08-19
273,701,7,5,Net Banking,2025-08-25
274,597,15,3,UPI,2025-07-14
275,901,9,5,Cash,2025-10-08
276,910,4,2,UPI,2025-12-14
277,847,3,1,Net Banking,2025-08-10
278,391,8,5,Cash,2025-04-28
279,724,8,2,UPI,2026-03-23
280,358,5,1,Net Banking,2024-08-07
281,956,4,2,Cash,2025-01-22
282,4,14,3,Net Banking,2026-02-11
283,852,12,3,Card,2025-06-17
284,196,11,3,Card,2024-11-07
285,44,9,1,Cash,2024-08-20
286,363,9,3,Net Banking,2024-12-06
287,282,8,2,Cash,2024-08-18
288,251,2,5,Net Banking,2025-01-30
289,820,16,1,Net Banking,2026-05-26
290,907,2,1,Card,2024-08-13
291,136,10,2,Card,2025-02-12
292,108,10,5,Card,2024-11-01
293,258,11,2,Card,2025-01-26
294,279,6,2,UPI,2025-09-09
295,202,5,1,Net Banking,2024-06-29
296,956,15,3,Card,2025-05-04
297,542,9,2,Card,2024-10-12
298,337,16,5,Net Banking,2025-12-09
299,966,13,4,Card,2025-03-01
300,338,14,5,Card,2025-01-27
301,407,14,5,Net Banking,2024-09-27
302,557,12,2,Cash,2025-11-20
303,733,11,1,Cash,2024-09-04
304,477,4,3,UPI,2024-11-25
305,98,7,5,Net Banking,2026-02-25
306,432,1,2,Card,2024-08-30
307,197,9,5,UPI,2025-10-10
308,894,11,5,UPI,2026-02-14
309,984,14,1,Cash,2026-02-01
310,756,10,1,Card,2025-08-25
311,156,14,1,Net Banking,2025-10-06
312,786,16,1,Cash,2025-01-02
313,335,4,1,Card,2025-06-19
314,115,16,2,Net Banking,2026-01-07
315,652,16,3,Card,2025-09-06
316,906,2,5,Cash,2025-11-13
317,775,11,1,Cash,2025-09-11
318,846,15,4,Card,2024-12-21
319,216,8,4,Cash,2025-06-23
320,925,3,4,Cash,2025-11-15
321,687,4,2,Net Banking,2025-05-11
322,440,15,5,Net Banking,2025-07-05
323,905,5,1,UPI,2025-05-16
324,554,7,4,UPI,2025-12-12
325,228,7,5,Cash,2025-08-09
326,823,2,4,Card,2026-02-16
327,183,14,1,UPI,2025-08-06
328,385,9,2,Card,2026-01-04
329,17,3,2,Net Banking,2025-08-14
330,333,3,4,Net Banking,2024-12-01
331,667,12,1,UPI,2025-03-26
332,377,16,5,Net Banking,2025-05-12
333,852,7,2,UPI,2025-11-18
334,680,16,1,Net Banking,2024-10-06
335,444,15,4,Card,2025-07-23
336,546,9,4,UPI,2026-03-04
337,243,1,1,Card,2026-05-28
338,897,8,1,Net Banking,2025-03-03
339,295,15,1,Card,2026-03-17
340,215,7,2,UPI,2024-10-20
341,645,7,4,Card,2024-12-20
342,584,7,1,Card,2026-02-09
343,47,5,4,UPI,2026-04-05
344,362,8,3,Cash,2026-04-03
345,899,1,4,UPI,2024-06-29
346,255,6,3,Cash,2025-12-15
347,553,14,1,Cash,2025-07-02
348,485,3,4,Net Banking,2026-05-04
349,42,16,2,UPI,2024-07-08
350,733,11,2,UPI,2025-01-15
351,563,15,5,Cash,2024-10-23
352,665,8,2,Net Banking,2024-10-18
353,206,15,5,UPI,2025-04-17
354,622,15,4,Net Banking,2025-04-13
355,725,2,5,Net Banking,2025-10-06
356,407,15,1,Card,2025-10-27
357,196,16,1,Card,2025-01-02
358,965,3,4,Net Banking,2025-03-25
359,136,9,2,UPI,2026-05-20
360,908,7,5,Net Banking,2025-04-04
361,774,13,1,Cash,2025-01-20
362,511,4,2,Net Banking,2025-12-11
363,967,9,2,UPI,2025-11-13
364,694,7,5,UPI,2025-07-07
365,896,5,5,UPI,2026-04-10
366,45,14,5,Cash,2024-10-11
367,803,2,2,UPI,2024-08-27
368,735,11,3,Card,2025-01-14
369,633,9,4,Card,2025-03-05
370,180,13,1,Card,2026-04-13
371,173,8,2,UPI,2024-10-03
372,557,14,2,Cash,2025-08-27
373,902,7,5,Net Banking,2025-10-15
374,725,14,4,Card,2024-12-10
375,889,15,1,Cash,2026-06-22
376,456,3,5,Card,2025-05-14
377,442,7,2,Card,2024-12-07
378,611,1,3,UPI,2026-03-03
379,459,7,3,Net Banking,2025-01-09
380,119,16,5,Net Banking,2025-10-27
381,979,6,1,UPI,2026-06-06
382,454,14,3,Net Banking,2025-06-30
383,319,8,4,Cash,2025-02-23
384,283,13,1,Net Banking,2025-05-27
385,648,6,5,Cash,2026-01-04
386,996,5,5,UPI,2026-03-24
387,767,12,5,Net Banking,2025-06-12
388,503,6,5,Net Banking,2025-08-03
389,223,6,4,Net Banking,2025-04-25
390,804,1,3,UPI,2026-03-18
391,354,11,2,UPI,2026-02-21
392,206,16,1,Net Banking,2025-07-18
393,996,8,4,UPI,2025-06-30
394,572,4,1,Card,2026-06-17
395,785,4,4,UPI,2025-10-25
396,808,8,4,Net Banking,2024-06-25
397,732,8,4,Card,2025-11-30
398,149,15,3,Card,2025-01-13
399,849,16,2,Card,2026-02-19
400,448,5,4,Net Banking,2026-06-23
401,207,9,1,UPI,2024-08-28
402,51,8,1,UPI,2025-10-08
403,946,6,5,Cash,2026-02-11
404,304,11,3,Net Banking,2025-01-10
405,401,16,4,UPI,2026-01-07
406,388,1,3,Cash,2026-05-23
407,928,15,5,UPI,2025-08-02
408,185,5,1,UPI,2025-08-29
409,360,5,1,Card,2024-09-26
410,479,3,3,UPI,2024-12-12
411,843,12,5,Card,2026-01-09
412,513,15,3,Net Banking,2025-03-26
413,267,2,4,Cash,2025-09-10
414,498,8,3,Net Banking,2024-08-06
415,51,4,1,Cash,2025-08-26
416,777,8,3,Cash,2024-06-26
417,112,8,2,Cash,2025-06-11
418,562,15,5,Net Banking,2026-04-26
419,238,6,3,Cash,2024-08-15
420,165,13,1,Net Banking,2024-07-01
421,419,16,5,UPI,2025-08-07
422,58,3,5,Net Banking,2026-06-04
423,396,2,3,Card,2024-08-03
424,276,10,1,Net Banking,2025-05-02
425,485,1,5,Net Banking,2025-06-27
426,323,9,2,UPI,2026-01-19
427,366,15,2,Cash,2024-07-21
428,36,7,3,Cash,2024-07-30
429,355,6,5,UPI,2025-09-19
430,377,16,1,Net Banking,2024-10-22
431,72,8,4,UPI,2025-04-27
432,114,8,2,Net Banking,2026-02-26
433,120,8,3,Card,2025-06-28
434,860,3,2,Net Banking,2024-11-04
435,458,6,3,Card,2025-11-19
436,837,6,5,Cash,2026-04-21
437,449,2,2,Net Banking,2026-02-13
438,725,4,4,Card,2025-06-03
439,255,7,5,Net Banking,2025-12-08
440,320,3,4,Cash,2025-02-03
441,157,3,3,Cash,2026-05-31
442,59,7,3,UPI,2024-11-08
443,900,16,5,UPI,2024-08-21
444,940,16,3,UPI,2026-06-20
445,568,13,5,Net Banking,2026-05-06
446,278,12,1,Card,2026-01-16
447,728,8,2,Cash,2025-04-09
448,30,7,4,UPI,2025-11-03
449,379,8,3,Net Banking,2026-03-14
450,574,7,3,Cash,2025-08-15
451,759,4,3,Card,2024-07-30
452,813,16,5,Cash,2024-07-14
453,327,15,3,UPI,2025-01-01
454,6,4,5,Cash,2025-06-26
455,350,6,4,Card,2025-10-19
456,717,12,5,Net Banking,2026-03-03
457,503,7,4,UPI,2026-01-18
458,196,10,4,Card,2026-01-01
459,938,9,3,Card,2024-10-22
460,242,2,3,Cash,2025-06-14
461,341,8,3,Cash,2025-08-12
462,77,9,1,Cash,2026-02-12
463,304,7,4,UPI,2025-09-03
464,112,5,1,Cash,2024-07-29
465,77,16,4,Card,2025-06-16
466,431,15,4,Net Banking,2025-07-24
467,679,10,2,Cash,2026-01-31
468,815,13,3,Cash,2025-10-15
469,349,13,3,UPI,2024-09-18
470,100,12,5,Card,2024-12-12
471,667,14,4,Net Banking,2025-02-04
472,461,6,2,Cash,2025-01-09
473,924,10,1,UPI,2025-10-25
474,306,7,1,UPI,2026-03-07
475,708,7,1,Card,2024-09-29
476,582,13,5,Card,2024-08-17
477,204,14,1,Net Banking,2025-03-25
478,574,10,1,Card,2025-09-15
479,435,10,5,Card,2025-12-22
480,384,14,3,Card,2024-10-12
481,791,10,5,Cash,2025-04-17
482,9,10,5,Card,2025-07-20
483,786,11,2,Card,2025-02-25
484,868,8,1,Cash,2024-12-14
485,43,4,2,Card,2024-12-26
486,91,12,1,UPI,2025-09-27
487,673,7,4,UPI,2025-04-12
488,236,7,4,Cash,2026-03-27
489,706,9,1,Net Banking,2025-10-04
490,774,7,3,Net Banking,2026-03-17
491,740,2,3,Cash,2025-11-23
492,88,15,5,UPI,2024-08-13
493,622,2,1,Card,2024-11-11
494,972,11,2,UPI,2025-03-21
495,238,3,1,Net Banking,2025-03-02
496,262,12,4,Card,2024-12-22
497,779,10,4,Card,2025-07-09
498,814,15,5,Cash,2025-08-27
499,207,6,3,Cash,2025-05-19
500,824,15,5,Card,2025-03-26
501,42,2,3,Net Banking,2026-04-14
502,396,13,4,Cash,2025-11-18
503,812,3,3,Net Banking,2026-03-26
504,39,13,3,Net Banking,2024-10-11
505,536,2,4,UPI,2025-01-12
506,841,16,2,Card,2026-02-14
507,102,1,1,Cash,2025-12-01
508,611,16,4,Net Banking,2025-11-30
509,510,13,4,Net Banking,2025-11-26
510,163,5,2,UPI,2024-08-01
511,433,3,2,Card,2025-08-05
512,414,12,4,Cash,2025-05-16
513,22,1,1,Net Banking,2024-09-22
514,924,2,5,Cash,2026-03-28
515,281,4,3,Cash,2024-09-18
516,977,12,1,Cash,2025-10-19
517,458,2,5,UPI,2025-03-30
518,329,13,4,Cash,2026-06-12
519,810,5,4,UPI,2025-07-06
520,89,12,2,UPI,2026-05-20
521,428,16,2,Cash,2024-07-21
522,727,9,2,Cash,2025-03-10
523,794,14,3,Net Banking,2026-05-04
524,209,11,5,Net Banking,2025-02-28
525,622,4,3,Cash,2026-05-17
526,384,14,3,Cash,2026-02-20
527,401,2,5,Net Banking,2026-03-25
528,655,6,1,Card,2026-06-06
529,401,1,2,Net Banking,2026-04-22
530,91,1,5,UPI,2025-10-16
531,99,8,3,Cash,2026-05-04
532,346,3,1,Card,2024-10-16
533,571,2,5,Net Banking,2024-10-19
534,664,7,5,Cash,2024-10-04
535,96,6,4,Card,2026-04-21
536,580,3,4,UPI,2026-05-21
537,674,14,5,UPI,2026-05-08
538,438,7,3,Card,2026-01-24
539,844,9,2,Card,2025-07-12
540,948,4,2,Cash,2024-11-03
541,632,14,2,Cash,2025-01-26
542,644,12,3,Net Banking,2025-09-04
543,990,2,5,UPI,2025-08-06
544,241,6,5,Cash,2025-05-08
545,607,12,5,UPI,2024-08-31
546,377,8,2,Net Banking,2025-06-22
547,128,16,3,Cash,2025-04-28
548,110,15,5,Card,2025-12-31
549,708,15,5,Net Banking,2024-12-21
550,658,16,1,Cash,2025-05-02
551,888,10,2,Net Banking,2026-01-15
552,462,10,4,Net Banking,2024-10-03
553,398,16,1,UPI,2025-04-13
554,454,9,3,Net Banking,2024-08-10
555,14,2,5,Card,2026-05-15
556,881,6,2,Card,2024-12-31
557,304,3,4,Card,2026-01-31
558,284,6,2,UPI,2025-08-01
559,533,15,1,UPI,2025-11-16
560,430,11,2,Card,2026-01-26
561,847,11,2,Card,2025-09-21
562,219,8,1,Cash,2026-05-16
563,696,14,2,Cash,2026-03-26
564,205,2,5,Card,2024-07-06
565,982,16,1,Card,2025-01-03
566,643,15,2,Net Banking,2025-08-23
567,24,9,1,Cash,2025-05-15
568,69,4,3,Cash,2026-01-10
569,725,12,1,UPI,2025-03-15
570,136,13,2,UPI,2026-04-02
571,62,12,1,UPI,2024-08-11
572,822,2,1,Net Banking,2025-07-27
573,549,9,2,Net Banking,2024-09-22
574,872,2,5,Card,2025-07-26
575,475,13,2,Net Banking,2024-07-15
576,317,12,2,Cash,2024-12-01
577,343,2,4,UPI,2024-12-12
578,417,2,3,Cash,2026-06-02
579,641,15,5,Card,2025-07-27
580,337,6,1,Cash,2026-04-06
581,372,16,2,Net Banking,2025-06-26
582,979,14,2,Net Banking,2026-03-13
583,546,14,5,Cash,2025-12-31
584,689,2,1,Net Banking,2026-03-14
585,603,3,1,Card,2025-12-07
586,401,12,1,Card,2025-06-07
587,88,11,2,Cash,2025-06-15
588,130,9,5,Cash,2025-01-20
589,205,7,5,Card,2025-11-22
590,310,4,4,Card,2024-08-05
591,749,14,5,Card,2024-07-26
592,703,7,1,UPI,2026-05-30
593,256,10,3,Net Banking,2025-07-01
594,426,8,4,Net Banking,2025-03-19
595,561,5,2,Card,2026-04-25
596,191,1,1,Net Banking,2026-06-14
597,903,14,4,Net Banking,2024-09-30
598,711,14,1,UPI,2024-09-26
599,716,1,5,Card,2025-05-07
600,928,15,5,Cash,2024-08-04
601,60,3,3,Card,2024-11-23
602,730,15,5,UPI,2024-08-05
603,869,4,4,UPI,2025-04-26
604,742,6,5,Card,2024-09-20
605,542,5,2,Net Banking,2025-11-19
606,735,16,5,UPI,2026-01-20
607,443,14,3,Net Banking,2025-01-11
608,528,7,5,UPI,2024-07-30
609,307,2,2,Cash,2025-02-14
610,327,10,4,Card,2025-05-01
611,229,15,4,Net Banking,2025-05-19
612,8,4,1,Cash,2025-11-15
613,567,3,2,UPI,2024-07-13
614,282,12,5,Card,2024-12-04
615,431,6,3,UPI,2026-03-13
616,98,13,1,Card,2025-03-08
617,740,12,4,Cash,2026-05-09
618,40,14,3,Net Banking,2024-11-21
619,865,13,3,UPI,2024-12-06
620,985,9,5,Net Banking,2025-08-15
621,45,7,5,Card,2025-12-14
622,176,13,1,Cash,2026-03-25
623,715,1,3,Net Banking,2024-12-22
624,58,11,4,Cash,2025-09-03
625,594,12,1,Cash,2025-06-26
626,228,10,3,Cash,2025-12-28
627,714,12,4,UPI,2025-11-18
628,109,11,5,Cash,2025-12-18
629,980,12,1,Card,2025-06-15
630,641,6,1,UPI,2024-07-28
631,403,9,4,Card,2025-05-28
632,447,5,5,Card,2024-12-07
633,88,14,3,Net Banking,2024-12-07
634,103,15,2,Cash,2025-05-05
635,27,7,5,UPI,2025-10-01
636,529,16,5,Cash,2025-07-13
637,907,13,3,Card,2024-09-20
638,799,4,4,UPI,2026-01-13
639,135,2,1,Cash,2025-02-21
640,731,11,5,Cash,2024-06-25
641,597,8,2,Cash,2024-12-28
642,918,8,3,Net Banking,2025-09-10
643,392,13,2,Card,2025-07-29
644,310,2,4,UPI,2026-01-07
645,571,10,4,Card,2024-08-13
646,476,8,4,Net Banking,2026-02-16
647,243,1,1,Cash,2026-01-29
648,285,2,1,Card,2025-12-20
649,328,4,5,Cash,2026-04-14
650,626,10,5,Net Banking,2026-05-03
651,759,7,2,UPI,2024-07-21
652,446,5,1,Cash,2025-05-25
653,571,2,1,Card,2025-07-25
654,986,12,2,Cash,2025-02-01
655,662,13,1,Cash,2026-03-23
656,285,12,4,Cash,2024-10-02
657,964,13,5,Card,2025-10-12
658,580,9,5,Net Banking,2026-02-15
659,292,15,2,UPI,2025-07-31
660,47,6,3,Net Banking,2024-09-30
661,346,16,4,Cash,2026-01-16
662,34,11,4,UPI,2025-05-31
663,890,1,4,Cash,2025-03-17
664,772,16,5,Net Banking,2024-09-21
665,73,10,4,Cash,2025-09-09
666,22,1,2,Cash,2026-03-08
667,986,9,4,Net Banking,2025-08-17
668,453,8,1,UPI,2024-08-26
669,489,16,1,Net Banking,2025-06-09
670,151,12,2,UPI,2026-05-23
671,412,14,2,Net Banking,2024-08-04
672,597,5,2,Net Banking,2025-09-09
673,950,9,4,Cash,2025-07-12
674,467,10,1,UPI,2024-11-14
675,685,1,3,UPI,2024-09-08
676,54,10,2,UPI,2025-08-03
677,731,7,3,Card,2025-01-09
678,856,11,1,UPI,2025-06-17
679,131,11,5,Card,2024-09-17
680,491,9,4,Card,2026-01-30
681,923,12,1,Cash,2025-05-22
682,845,3,1,Card,2026-02-24
683,277,11,5,Net Banking,2026-01-18
684,253,15,3,Card,2025-03-16
685,512,3,3,Net Banking,2025-09-14
686,670,3,5,Net Banking,2025-08-06
687,509,3,5,Net Banking,2026-02-08
688,810,2,2,UPI,2025-03-21
689,407,16,4,Cash,2024-11-30
690,607,11,3,UPI,2024-09-10
691,547,6,5,Cash,2025-01-31
692,585,2,1,Cash,2026-05-01
693,239,7,4,Cash,2025-03-31
694,149,4,2,Net Banking,2026-04-11
695,867,5,3,Cash,2026-04-22
696,487,1,3,Net Banking,2024-12-05
697,486,2,2,Card,2024-12-15
698,546,11,4,Cash,2024-07-08
699,80,1,1,UPI,2025-09-29
700,128,2,4,Net Banking,2024-11-27
701,61,9,5,UPI,2026-05-15
702,594,11,3,Cash,2026-02-21
703,250,7,5,Card,2026-03-24
704,418,3,4,Card,2024-11-19
705,469,5,1,Cash,2025-05-01
706,788,2,5,Net Banking,2026-02-16
707,827,10,3,Card,2025-04-12
708,664,6,2,Net Banking,2025-03-20
709,572,12,2,Card,2026-01-19
710,402,13,3,Net Banking,2025-06-14
711,646,12,1,Net Banking,2025-01-20
712,94,8,1,UPI,2026-01-13
713,366,3,3,Net Banking,2026-01-12
714,405,13,3,Net Banking,2026-04-07
715,341,1,5,Card,2024-09-26
716,538,16,3,Card,2026-06-13
717,192,4,5,Cash,2025-05-25
718,436,8,1,Cash,2025-10-06
719,429,16,5,UPI,2026-04-20
720,185,16,2,Net Banking,2025-07-06
721,610,10,3,UPI,2025-10-11
722,512,7,3,Cash,2026-02-18
723,890,3,4,Net Banking,2025-02-01
724,73,16,1,UPI,2025-09-11
